,date,iso3166-2,RelativeHumiditySurface,SolarRadiation,Surfacepressure,TemperatureAboveGround,Totalprecipitation,UVIndex,WindSpeed
6003,2020-06-03,DE-NW,52.700441,15363499.13162,2361173.375254,19.41758900000002,0.00053,38.759748,2.425241
6004,2020-06-03,DE-RP,55.926149,14864308.127727,2322310.288477,18.929242000000045,0.000755,40.631099,2.156861
6005,2020-06-03,DE-SH,64.80638,12259785.491063,2407493.168789,17.875215000000026,0.001459,30.688561,3.536627
6006,2020-06-03,DE-SL,58.634907,16633033.728261,2323891.148777,18.953417,0.001598,45.630435,2.234896
6007,2020-06-03,DE-SN,63.164335,16299631.898981,2330329.234508,16.947832000000005,0.000386,39.976231,2.251134
6008,2020-06-03,DE-ST,60.333684,13112469.81758,2377618.799191,18.37115300000005,0.002028,32.06142,2.131442
6009,2020-06-03,DE-TH,60.751533,12582969.829686,2311349.910442,16.990049999999997,0.001988,29.890105,2.392884
6048,2020-06-04,DE-BB,67.37357,7995731.838125,2370176.762679,17.048028000000045,0.007474,25.67989,2.981746
6049,2020-06-04,DE-BE,63.085855,7550959.58042,2374391.993007,18.313412000000028,0.010208,36.426573,3.617896
6050,2020-06-04,DE-BW,84.5717,1325608.794445,2262018.269471,13.996124000000009,0.009233,20.58031,3.255736
6051,2020-06-04,DE-BY,80.82945,3730318.527883,2245533.92782,14.064272000000017,0.008474,21.84523,2.67655
6052,2020-06-04,DE-HB,83.0169,2350302.616987,2382955.240385,14.552622000000042,0.008552,25.923077,4.045571
6053,2020-06-04,DE-HE,87.856192,1843430.79592,2306001.582623,13.156393000000037,0.009028,18.180808,2.424785
6054,2020-06-04,DE-HH,82.932126,3333198.032197,2378020.092803,14.604200000000048,0.015545,29.871212,2.906508
6055,2020-06-04,DE-MV,72.005662,6428591.152012,2378224.310881,15.522694000000001,0.011416,19.316367,3.208826
6056,2020-06-04,DE-NI,85.708189,2356689.687226,2367794.116228,13.96269600000005,0.009329,21.336437,3.104176
6057,2020-06-04,DE-NW,86.785958,925108.911286,2342672.811866,12.914385000000038,0.008204,18.066937,2.970263
6058,2020-06-04,DE-RP,86.903661,2316164.441913,2304580.739786,13.259136000000012,0.011158,19.525188,2.722439
6059,2020-06-04,DE-SH,83.075284,2831121.955038,2380610.918007,14.017780000000016,0.017386,20.851653,3.688602
6060,2020-06-04,DE-SL,87.703839,4177166.201087,2307125.76019,13.601200000000006,0.018148,22.230978,2.619812
6061,2020-06-04,DE-SN,77.379329,6027219.756367,2308105.518676,15.492007999999998,0.005302,26.342954,2.91249
6062,2020-06-04,DE-ST,80.987355,5026337.450074,2353769.94989,15.599712000000011,0.00829,21.484369,2.443639
6063,2020-06-04,DE-TH,85.060745,3344621.190533,2289196.014034,13.63715400000001,0.005672,21.836822,2.63166
6102,2020-06-05,DE-BB,72.461851,10626511.738765,2369373.887522,13.952016000000015,0.002124,26.073312,4.116603
6103,2020-06-05,DE-BE,72.347552,10915915.713287,2373933.56993,14.173834,0.001202,29.398601,4.612005
6104,2020-06-05,DE-BW,81.897827,6232874.741796,2268925.748151,11.399731000000031,0.006254,24.192512,4.731268
6105,2020-06-05,DE-BY,78.052393,9139228.456229,2251304.775042,11.946647000000041,0.006096,26.600167,4.175384
6106,2020-06-05,DE-HB,74.512927,10571128.128205,2379055.5,11.748663000000022,0.007262,34.333333,5.807853
6107,2020-06-05,DE-HE,80.140843,9098747.19322,2308638.769637,10.219928000000039,0.007603,21.832901,4.622297
6108,2020-06-05,DE-HH,72.885258,13589341.69697,2374224.486742,12.285069000000021,0.006882,40.219697,4.889678
6109,2020-06-05,DE-MV,71.587464,13111360.437976,2373389.710073,13.39848900000004,0.007235,27.846998,4.177236
6110,2020-06-05,DE-NI,77.055895,10346886.495614,2364692.906798,11.008440000000007,0.007619,30.038188,4.989955
6111,2020-06-05,DE-NW,83.564102,6585027.838066,2340419.629536,9.502691000000027,0.010386,25.795583,4.619783
6112,2020-06-05,DE-RP,82.174575,3889409.493157,2307379.644784,9.995474999999999,0.00779,22.821499,4.769524
6113,2020-06-05,DE-SH,73.537468,14236385.886506,2374448.040885,11.999486000000047,0.006264,35.210903,5.011941
6114,2020-06-05,DE-SL,85.948595,2711342.582541,2311523.269701,10.183299000000034,0.008806,24.32337,5.217776
6115,2020-06-05,DE-SN,75.699023,9409201.511885,2310288.448005,12.857696000000033,0.003399,27.013582,4.677398
6116,2020-06-05,DE-ST,72.326644,12967326.988599,2354709.793582,12.724145000000021,0.003868,29.515263,4.539805
6117,2020-06-05,DE-TH,77.568611,10586493.324453,2291839.011775,10.891210000000001,0.005245,24.453378,5.086441
6156,2020-06-06,DE-BB,64.564622,11886753.065654,2387073.070926,13.358559000000014,0.000687,34.351996,4.228948
6157,2020-06-06,DE-BE,61.546678,12226507.531469,2391702.692308,14.000582000000009,0.001001,40.538462,4.694435
6158,2020-06-06,DE-BW,85.75833,1967437.616463,2278364.236538,12.330853000000047,0.008622,26.823203,3.835868
6159,2020-06-06,DE-BY,79.653621,3982093.149463,2263152.729588,12.957572000000027,0.005354,26.505829,2.970675
6160,2020-06-06,DE-HB,66.586004,15423101.217949,2392998.044872,12.361484000000019,0.002109,37.961538,5.221635
6161,2020-06-06,DE-HE,77.194536,9837351.693961,2320582.001667,10.974670000000003,0.003702,29.309374,3.999748
6162,2020-06-06,DE-HH,69.156504,14583532.901515,2389393.087121,11.915875000000028,0.002691,37.893939,4.531787
6163,2020-06-06,DE-MV,66.625808,17046555.650411,2389922.258305,12.238121000000035,0.001621,34.786041,5.022501
6164,2020-06-06,DE-NI,67.188297,14676470.221491,2378735.656798,11.859147000000007,0.002669,36.3994,4.572827
6165,2020-06-06,DE-NW,64.938847,14824119.650439,2352236.074262,11.684867999999994,0.003353,37.74352,4.598857
6166,2020-06-06,DE-RP,73.841946,10211673.902172,2317525.508429,11.498099000000025,0.0043,34.088854,4.145901
6167,2020-06-06,DE-SH,72.512749,15658479.099196,2389778.245085,11.336617000000047,0.001991,35.960679,5.225503
6168,2020-06-06,DE-SL,75.137443,8362468.086957,2320839.296196,12.282799000000011,0.005095,34.317935,4.788904
6169,2020-06-06,DE-SN,72.204145,4121745.603353,2327188.589452,12.314830000000029,0.000872,25.887521,4.292945
6170,2020-06-06,DE-ST,68.67532,12271277.060684,2370702.753954,12.374257,0.001648,34.342038,4.066803
6171,2020-06-06,DE-TH,77.645512,7048032.718482,2306335.291627,10.81684100000001,0.002144,27.799239,4.590202
6210,2020-06-07,DE-BB,71.642359,3388395.642967,2400431.776425,14.393775000000005,0.002311,28.279187,2.459374
6211,2020-06-07,DE-BE,67.74528,2271590.244755,2405004.195804,14.982690000000048,0.000511,38.468531,2.874621
6212,2020-06-07,DE-BW,81.052002,2554197.038767,2289061.750404,11.880870000000016,0.008115,27.211001,2.057044
6213,2020-06-07,DE-BY,87.773941,1620244.804563,2272485.853114,11.05057400000004,0.010227,24.263264,2.243766
6214,2020-06-07,DE-HB,67.537445,13101115.448718,2410771.512821,13.378417000000013,0.001622,35.371795,4.70657
6215,2020-06-07,DE-HE,66.607706,7041067.891441,2334530.022786,12.976328000000024,0.000205,27.989996,3.045731
6216,2020-06-07,DE-HH,67.319065,16363395.628788,2406787.693182,13.475724000000014,0.000303,35.643939,3.974242
6217,2020-06-07,DE-MV,65.556179,10571023.936757,2406736.216931,14.511752999999999,0.000376,32.139592,3.062882
6218,2020-06-07,DE-NI,65.477035,13031173.33443,2395519.185307,13.436846000000003,0.001428,33.112672,4.194399
6219,2020-06-07,DE-NW,63.046777,11334336.605477,2368971.329277,12.974722000000042,0.00112,35.242732,3.731449
6220,2020-06-07,DE-RP,65.268037,8108264.1428,2331762.314657,12.673817000000042,0.000471,29.817136,2.899868
6221,2020-06-07,DE-SH,72.248717,14000504.586238,2408059.145107,12.739411000000018,0.002374,29.16622,4.219197
6222,2020-06-07,DE-SL,68.008865,8438366.589674,2334486.711957,12.58540800000003,0.000317,33.600543,2.806669
6223,2020-06-07,DE-SN,83.234878,1662413.203868,2337852.972941,12.327559000000008,0.006916,26.306027,2.458278
6224,2020-06-07,DE-ST,65.554382,5891803.472095,2384243.045145,14.352467000000047,0.000283,28.746966,3.00879
6225,2020-06-07,DE-TH,72.164882,3433267.00449,2318689.006304,12.620846000000029,0.000888,26.365842,3.126324
6264,2020-06-08,DE-BB,60.775725,9769057.611474,2413975.639907,16.020913000000007,0.000271,37.52473,1.886703
6265,2020-06-08,DE-BE,53.788723,9399462.41958,2418527.503497,17.356734000000017,0.000119,42.524476,2.361568
6266,2020-06-08,DE-BW,70.230981,10383842.394846,2295846.55483,13.25313200000005,0.001712,33.92489,2.26167
6267,2020-06-08,DE-BY,76.380335,6965097.407934,2281337.067551,11.941224000000034,0.002741,27.167024,1.844392
6268,2020-06-08,DE-HB,73.890652,10365108.730769,2430625.483974,14.47820200000001,0.000971,30.75641,2.54594
6269,2020-06-08,DE-HE,66.871083,12488630.047054,2346799.261208,13.491727000000026,0.001099,30.762134,1.701093
6270,2020-06-08,DE-HH,71.942643,11810281.265152,2425470.74053,14.476548000000037,0.000966,36.727273,1.724306
6271,2020-06-08,DE-MV,68.390229,11741845.494209,2423117.894468,14.14576900000003,0.000314,34.667175,2.105029
6272,2020-06-08,DE-NI,72.45155,11754113.389254,2413834.88432,14.078593000000012,0.001016,30.873284,2.062479
6273,2020-06-08,DE-NW,73.331446,12635567.62238,2384334.363196,13.622475000000009,0.002562,33.592968,2.124898
6274,2020-06-08,DE-RP,67.309247,15748468.979373,2342731.496926,13.672873000000038,0.001785,36.97739,1.967215
6275,2020-06-08,DE-SH,73.205702,12647264.055853,2428524.555071,13.57246600000002,0.000492,38.13807,2.720152
6276,2020-06-08,DE-SL,67.930095,16168393.842391,2343876.01087,13.603498000000002,0.000607,40.777174,2.17671
6277,2020-06-08,DE-SN,67.700597,10150050.846138,2349649.339134,14.103396000000032,0.000468,36.471138,1.680307
6278,2020-06-08,DE-ST,61.751612,11009629.156675,2398881.343509,15.22294800000003,0.000485,31.733726,1.680383
6279,2020-06-08,DE-TH,64.961987,8775655.009753,2331298.715033,13.275117000000023,0.000239,29.38725,1.685575
6318,2020-06-09,DE-BB,59.063015,10923292.792493,2419904.260043,17.049593000000016,0.00029,34.340196,2.431073
6319,2020-06-09,DE-BE,53.288024,11760605.888112,2424453.505245,18.207550000000026,0.000273,41.72028,2.968561
6320,2020-06-09,DE-BW,85.62355,642024.597652,2298537.113011,12.158202000000017,0.005959,24.342038,2.712522
6321,2020-06-09,DE-BY,88.740782,686026.673203,2281838.613215,12.190530000000024,0.011934,24.161908,2.369299
6322,2020-06-09,DE-HB,65.038195,8586035.891026,2441090.076923,14.235788000000014,4.5e-05,34.5,3.888248
6323,2020-06-09,DE-HE,75.376617,5104622.00565,2351914.000371,13.70327100000003,0.003418,25.713598,2.384565
6324,2020-06-09,DE-HH,66.808049,9014724.204545,2435574.037879,15.241507000000013,0.000426,38.075758,2.745644
6325,2020-06-09,DE-MV,68.045251,14919045.973484,2432285.549528,15.304601000000048,0.000218,41.519354,2.532434
6326,2020-06-09,DE-NI,69.273873,9685522.474232,2422866.495614,14.364737000000048,0.000404,32.74136,2.734338
6327,2020-06-09,DE-NW,76.256603,8909216.889368,2391743.013579,13.786004000000048,0.001847,28.455263,2.720599
6328,2020-06-09,DE-RP,75.79223,6843149.66189,2347704.493157,13.802740000000028,0.003143,30.628719,2.747491
6329,2020-06-09,DE-SH,69.896691,9879272.497319,2439940.383713,13.419358000000045,0.00015,37.025916,2.610661
6330,2020-06-09,DE-SL,73.277162,8858716.127717,2348458.328804,14.21340600000002,0.003731,34.578804,3.021773
6331,2020-06-09,DE-SN,69.02064,4795400.461481,2352569.016023,15.278999999999996,0.001771,29.467317,2.483524
6332,2020-06-09,DE-ST,62.572523,8242726.855094,2404307.418904,16.59932900000001,0.000423,28.19235,2.3296
6333,2020-06-09,DE-TH,76.717752,3375018.947253,2335614.718482,13.487496000000021,0.005627,26.769267,2.303441
6372,2020-06-10,DE-BB,63.859187,8659600.169345,2414543.548142,16.80231900000001,0.001228,27.445142,3.20173
6373,2020-06-10,DE-BE,63.33992,8625762.206294,2419201.40035,17.067976000000044,0.000862,37.832168,3.603497
6374,2020-06-10,DE-BW,88.398385,1751737.135176,2295336.388086,12.658807000000024,0.006922,21.903628,2.388236
6375,2020-06-10,DE-BY,90.062223,691071.383957,2277764.167298,12.51822500000003,0.010104,22.105163,2.314621
6376,2020-06-10,DE-HB,63.586912,12079824.615385,2435265.798077,16.72831400000001,0.000646,39.602564,3.640011
6377,2020-06-10,DE-HE,81.060918,3087492.192456,2347521.984809,14.063568000000032,0.00165,22.398296,2.7269
6378,2020-06-10,DE-HH,62.330745,13530279.19697,2430774.780303,16.865717000000018,0.000334,41.848485,3.498737
6379,2020-06-10,DE-MV,70.732407,11528028.199939,2427927.992609,15.347053000000017,0.001684,21.870771,3.542266
6380,2020-06-10,DE-NI,67.628169,10836885.543311,2417505.98136,15.87368600000002,0.000556,32.37431,3.047613
6381,2020-06-10,DE-NW,78.803144,6973099.750282,2386548.187739,14.484589000000028,0.00134,28.222448,2.065562
6382,2020-06-10,DE-RP,81.237927,5118430.255702,2343689.590539,13.901774000000046,0.001024,24.645775,2.311746
6383,2020-06-10,DE-SH,69.294457,12595892.027033,2435812.319929,15.687784000000022,0.001049,29.653262,3.70453
6384,2020-06-10,DE-SL,79.256363,5719979.245924,2344829.108016,14.340284999999994,0.001205,28.154891,2.420901
6385,2020-06-10,DE-SN,75.974296,4050617.996339,2346803.115238,15.023984000000041,0.006629,25.73854,2.516421
6386,2020-06-10,DE-ST,60.784464,9487745.503862,2399409.262597,16.94599800000003,0.000441,25.603898,3.128296
6387,2020-06-10,DE-TH,83.176104,4628449.895457,2330679.23656,13.293041000000017,0.005762,23.913416,2.735674
6426,2020-06-11,DE-BB,85.866192,1978206.739471,2407789.293937,17.116963,0.004462,22.220437,2.204048
6427,2020-06-11,DE-BE,89.976748,982504.29458,2412338.215035,16.957137000000046,0.002986,22.706294,2.342774
6428,2020-06-11,DE-BW,82.124603,7203309.667957,2288476.246302,13.77234100000004,0.003321,26.939681,1.845403
6429,2020-06-11,DE-BY,82.97929,7887874.906408,2272995.381944,14.248155999999994,0.003881,28.673685,1.66353
6430,2020-06-11,DE-HB,89.315868,246126.711538,2426321.176282,15.834887000000037,0.007433,25.320513,3.583387
6431,2020-06-11,DE-HE,83.958921,4074405.445258,2339513.195258,14.410641999999996,0.002167,25.311967,2.153904
6432,2020-06-11,DE-HH,87.606407,309580.850497,2422495.049242,15.646308000000033,0.009414,24.075758,3.701578
6433,2020-06-11,DE-MV,89.010492,1402484.837807,2420476.609646,15.216293000000007,0.005128,19.178909,4.241546
6434,2020-06-11,DE-NI,85.319611,1566815.15882,2408801.497807,15.535964000000035,0.005379,23.082531,2.64207
6435,2020-06-11,DE-NW,75.329351,7040989.337277,2376718.86652,15.859046000000035,0.001744,33.191571,1.960397
6436,2020-06-11,DE-RP,78.611852,5463095.488298,2334807.993752,14.579612999999995,0.001254,28.508132,2.337295
6437,2020-06-11,DE-SH,82.824315,2144951.331015,2428119.896113,15.72292600000003,0.008087,22.338248,5.688209
6438,2020-06-11,DE-SL,74.39949,6379323.834239,2335307.305707,15.366859000000034,0.000415,32.836957,3.190308
6439,2020-06-11,DE-SN,83.951375,4091754.4809,2341433.9757,16.263306999999998,0.002994,22.609932,1.912666
6440,2020-06-11,DE-ST,84.762573,990380.050076,2392461.540456,16.023453000000018,0.004666,19.601692,2.132009
6441,2020-06-11,DE-TH,88.767779,776521.602893,2324065.098597,14.038797000000045,0.003124,19.229305,2.26254
6480,2020-06-12,DE-BB,76.924858,11262174.765001,2408369.915955,20.306846000000007,0.000588,34.06829,2.547271
6481,2020-06-12,DE-BE,74.834147,10601815.692308,2412970.050699,20.931463000000008,0.000569,34.797203,2.92704
6482,2020-06-12,DE-BW,64.14418,21712202.756644,2282626.155304,18.823709000000008,7.5e-05,48.80171,3.125289
6483,2020-06-12,DE-BY,64.100896,21806895.505051,2270148.889941,18.84340900000001,1.6e-05,48.593029,2.945134
6484,2020-06-12,DE-HB,78.279969,8165017.980769,2422295.413462,19.485847000000035,0.000274,30.730769,4.290491
6485,2020-06-12,DE-HE,68.314474,17973954.307892,2334458.897092,19.455314000000044,0.000197,46.127455,3.378484
6486,2020-06-12,DE-HH,80.817014,7154473.306818,2420306.013258,18.60085600000002,3.7e-05,33.098485,3.629545
6487,2020-06-12,DE-MV,87.815833,8202067.39424,2420795.416032,16.832637000000034,0.000217,25.646449,3.40401
6488,2020-06-12,DE-NI,76.169526,10689473.563596,2404979.541118,19.61458300000004,0.000369,36.101468,3.703417
6489,2020-06-12,DE-NW,66.410333,17047787.208474,2370514.972842,20.145426000000043,0.000646,45.539328,3.39969
6490,2020-06-12,DE-RP,67.588279,18246180.854423,2327904.35958,19.002039000000025,0.001812,45.623165,3.694681
6491,2020-06-12,DE-SH,87.721366,5192319.697107,2425395.295018,16.46023100000002,0.001907,25.49866,5.009506
6492,2020-06-12,DE-SL,67.997146,14389174.855978,2328490.398098,18.962571000000025,0.005152,43.858696,4.202072
6493,2020-06-12,DE-SN,74.165152,14315927.087436,2341766.020267,19.840266000000042,0.002076,39.547114,2.534525
6494,2020-06-12,DE-ST,75.133226,11787383.500552,2391369.049559,20.291731000000027,0.000517,34.873851,2.874218
6495,2020-06-12,DE-TH,71.981352,16975189.125595,2322051.89736,19.474918000000002,0.000201,43.700285,3.262879
6534,2020-06-13,DE-BB,80.676615,13519008.385639,2407771.88363,21.39259400000003,0.00692,37.194326,2.993957
6535,2020-06-13,DE-BE,81.895686,13553118.853147,2412036.966783,21.775171,0.004425,40.090909,3.240822
6536,2020-06-13,DE-BW,67.371265,11730228.407557,2292741.87422,18.46938,0.004894,43.124798,3.288849
6537,2020-06-13,DE-BY,65.40197,17478241.695286,2273652.564184,20.549707000000012,0.005234,48.676541,2.510184
6538,2020-06-13,DE-HB,78.320886,12212172.064103,2423927.849359,21.31052200000005,0.015467,38.884615,4.653259
6539,2020-06-13,DE-HE,66.133281,13407723.706187,2339460.546499,20.967512,0.009347,42.902557,2.960887
6540,2020-06-13,DE-HH,90.185164,9831338.386364,2421670.757576,18.016096000000005,0.022043,28.977273,3.799748
6541,2020-06-13,DE-MV,87.26796,10756865.800366,2421604.560119,17.92277200000001,0.004652,29.873209,4.226656
6542,2020-06-13,DE-NI,79.451496,12623812.464912,2406796.474232,20.626580000000047,0.016899,38.243648,3.467464
6543,2020-06-13,DE-NW,67.071083,13378629.161596,2376545.150383,20.994246000000032,0.005618,43.580122,2.36411
6544,2020-06-13,DE-RP,66.994458,10990300.441491,2337698.607894,19.153328000000045,0.002533,38.850853,2.843301
6545,2020-06-13,DE-SH,92.666039,9837370.941466,2427491.179401,16.467059000000006,0.008377,23.357015,5.516844
6546,2020-06-13,DE-SL,75.464717,11025792.369565,2340255.068614,17.99645800000002,0.001383,38.972826,2.515976
6547,2020-06-13,DE-SN,71.482997,15502681.896859,2341422.147496,22.096153000000015,0.009837,44.417233,2.652602
6548,2020-06-13,DE-ST,77.150559,13743855.079441,2390958.428191,21.819274000000007,0.020698,39.593233,3.015893
6549,2020-06-13,DE-TH,72.127725,15804057.918173,2322861.960633,21.456024000000014,0.007516,45.505233,2.840158
6588,2020-06-14,DE-BB,72.193737,10059276.190058,2411069.369382,20.064075000000003,0.001189,29.942004,3.186784
6589,2020-06-14,DE-BE,69.810517,10271332.741259,2415445.811189,20.905212000000006,0.000297,34.097902,3.536072
6590,2020-06-14,DE-BW,87.280263,1117781.362737,2302965.083545,14.41589300000004,0.012484,22.99168,3.968657
6591,2020-06-14,DE-BY,90.327716,1020505.633376,2281669.644992,15.211529000000041,0.018754,21.797882,4.044961
6592,2020-06-14,DE-HB,88.854757,403634.75641,2428490.849359,18.51047600000004,0.023294,24.064103,3.044284
6593,2020-06-14,DE-HE,85.599822,4229885.44535,2345617.358929,17.54596300000003,0.01497,22.085587,3.212255
6594,2020-06-14,DE-HH,83.503972,1470121.594697,2424851.316288,17.730835000000013,0.008053,21.424242,3.349527
6595,2020-06-14,DE-MV,73.054884,12968428.601951,2424741.242457,18.105830000000026,0.00058,37.447729,4.821786
6596,2020-06-14,DE-NI,88.638911,1787427.256682,2411284.527412,18.454206,0.016285,22.058387,2.449643
6597,2020-06-14,DE-NW,83.047927,4843669.702727,2383065.462024,18.163837,0.011721,25.310345,2.848904
6598,2020-06-14,DE-RP,79.777801,2746681.839721,2346108.869199,16.609375999999997,0.007284,26.484728,3.773228
6599,2020-06-14,DE-SH,78.556731,4642698.917141,2430539.504133,17.11519400000003,0.005872,31.911081,5.493003
6600,2020-06-14,DE-SL,84.367117,1527184.11498,2349991.892663,15.786375000000021,0.003758,30.429348,3.464425
6601,2020-06-14,DE-SN,86.138962,4351000.782895,2344212.434529,18.603070000000002,0.008052,21.797963,2.481621
6602,2020-06-14,DE-ST,87.180459,3326027.146079,2394600.6484,19.312530000000038,0.011212,20.090842,2.44473
6603,2020-06-14,DE-TH,92.108666,1947430.819755,2327261.311846,17.840156000000036,0.01976,21.208373,2.259376
6642,2020-06-15,DE-BB,58.866684,15252420.567411,2416378.667148,19.30894900000004,8e-06,44.824755,2.493216
6643,2020-06-15,DE-BE,55.337909,17024134.79021,2420947.368881,20.327887000000032,0.0,45.93007,3.027826
6644,2020-06-15,DE-BW,84.143271,3161979.584036,2307962.37682,15.193857000000037,0.005835,26.896002,2.57344
6645,2020-06-15,DE-BY,93.673243,1275682.290543,2288497.308712,14.09845800000005,0.01991,22.124078,3.28827
6646,2020-06-15,DE-HB,71.832587,10607112.435897,2433300.108974,19.493168000000026,0.00041,43.192308,2.920994
6647,2020-06-15,DE-HE,87.376076,560783.400316,2353624.291312,15.906160999999997,0.007687,23.290478,2.669658
6648,2020-06-15,DE-HH,63.502684,16765302.151515,2429121.179924,18.883398999999997,1e-06,43.939394,2.942898
6649,2020-06-15,DE-MV,64.695419,19997661.969521,2428067.729808,17.603138,0.0,44.197806,2.760646
6650,2020-06-15,DE-NI,79.005213,7285821.347519,2416938.248355,18.110498000000007,0.005344,34.935616,2.382851
6651,2020-06-15,DE-NW,78.876881,3522447.773355,2390013.590771,17.727141000000017,0.00515,32.435429,2.342836
6652,2020-06-15,DE-RP,76.955187,4109148.138735,2351818.329532,17.374586000000022,0.001571,30.9167,2.334348
6653,2020-06-15,DE-SH,63.576532,21658663.512511,2433932.003351,17.561161000000027,0.0,44.127793,3.520934
6654,2020-06-15,DE-SL,74.678463,7787002.148098,2354298.000679,17.47475000000003,0.000779,37.035326,2.662455
6655,2020-06-15,DE-SN,66.349075,12583183.986205,2350727.08107,19.12427600000001,0.000514,42.236418,2.019143
6656,2020-06-15,DE-ST,67.742219,11905059.096819,2400129.206602,20.199786000000017,0.001347,43.389114,2.337877
6657,2020-06-15,DE-TH,90.492468,3587975.714314,2334328.191009,16.67472600000002,0.008019,26.398668,2.846412
6696,2020-06-16,DE-BB,58.951611,16702153.944514,2414822.481044,20.196165000000008,2.9e-05,40.623399,1.519538
6697,2020-06-16,DE-BE,56.012208,17587438.496503,2419287.91958,21.151809000000014,0.0,45.727273,1.866929
6698,2020-06-16,DE-BW,85.451697,5036195.035533,2303344.228969,15.509262000000035,0.004267,27.061012,1.65116
6699,2020-06-16,DE-BY,86.67318,5214186.969697,2286552.066498,15.579131000000018,0.003504,24.78444,1.779926
6700,2020-06-16,DE-HB,70.863836,12153603.987179,2431444.179487,20.243167000000028,0.000619,38.487179,3.014209
6701,2020-06-16,DE-HE,87.735998,3288189.012736,2351404.626343,16.23843100000005,0.00488,24.011856,1.731203
6702,2020-06-16,DE-HH,59.056314,19315166.060606,2426280.695076,20.17402500000003,1.4e-05,43.931818,1.85745
6703,2020-06-16,DE-MV,58.983035,21223453.790308,2423870.235904,19.179710999999998,1e-06,43.442243,2.228262
6704,2020-06-16,DE-NI,76.057144,9879736.410636,2415250.384868,18.936349000000007,0.001907,32.496765,1.980129
6705,2020-06-16,DE-NW,83.404994,2288473.266706,2387372.871986,17.447941000000014,0.003704,30.867253,1.676703
6706,2020-06-16,DE-RP,82.201765,5527251.475208,2347918.268148,16.809649000000036,0.004323,31.986117,1.584393
6707,2020-06-16,DE-SH,60.756864,21983581.369973,2429839.078642,18.868695000000002,1e-06,43.273458,1.871548
6708,2020-06-16,DE-SL,75.19957,12249252.586957,2349422.555027,17.38041000000004,0.001935,40.55163,1.909952
6709,2020-06-16,DE-SN,67.44577,11973170.845501,2351373.887309,19.15863200000001,0.000296,35.326825,1.886526
6710,2020-06-16,DE-ST,72.242106,12021392.713314,2399985.785675,19.69535000000002,0.000898,35.158146,1.752525
6711,2020-06-16,DE-TH,81.596017,8562872.191722,2334273.835157,17.424879000000033,0.003128,28.104186,2.138729
6750,2020-06-17,DE-BB,55.207853,13300108.720562,2408250.948155,22.18397200000004,1.2e-05,41.154657,2.095671
6751,2020-06-17,DE-BE,52.07477,12649599.923077,2412520.358392,23.274186000000043,1e-06,45.776224,2.454254
6752,2020-06-17,DE-BW,87.949161,3388610.12916,2294463.475676,14.869145000000003,0.015612,27.171713,2.64688
6753,2020-06-17,DE-BY,81.777368,9726002.786616,2277157.065867,16.707583,0.008059,31.305496,2.42712
6754,2020-06-17,DE-HB,63.627512,16835347.192308,2425202.737179,21.719285000000013,2.5e-05,40.679487,3.013515
6755,2020-06-17,DE-HE,85.283929,7046167.144127,2341970.493794,16.93738000000002,0.011282,28.081512,2.180088
6756,2020-06-17,DE-HH,57.954198,17576509.045455,2421150.598485,21.59428300000002,0.0,43.931818,2.13529
6757,2020-06-17,DE-MV,61.936874,19710167.540689,2419649.85317,20.124954000000002,2e-06,43.435233,2.417455
6758,2020-06-17,DE-NI,68.070765,14052697.961075,2408548.868421,20.409002000000044,0.001066,36.651886,2.22339
6759,2020-06-17,DE-NW,80.274043,8092553.888156,2378496.01803,18.340276000000017,0.011387,32.471264,1.979855
6760,2020-06-17,DE-RP,85.540029,3609710.071499,2338515.295617,16.22966500000001,0.014767,31.100357,2.510393
6761,2020-06-17,DE-SH,65.07686,19202136.487042,2425231.816466,20.45357200000001,6.9e-05,40.865952,2.464669
6762,2020-06-17,DE-SL,90.412734,1569543.398438,2341156.081522,15.052036000000044,0.017707,29.581522,2.857609
6763,2020-06-17,DE-SN,63.833342,11819214.925085,2343547.434953,20.42751000000004,0.000574,36.050934,2.051975
6764,2020-06-17,DE-ST,62.805385,13945620.573373,2392686.772711,21.88304500000004,0.00019,38.215888,1.99719
6765,2020-06-17,DE-TH,75.598091,11267994.013321,2325977.213844,19.163020000000017,0.001508,30.101808,2.341217
6804,2020-06-18,DE-BB,70.449839,10846221.703364,2405028.555674,20.16953600000005,0.003663,27.588752,2.718401
6805,2020-06-18,DE-BE,61.998864,12828918.818182,2409056.823427,21.87366000000003,0.000233,40.377622,3.049563
6806,2020-06-18,DE-BW,72.907133,14430247.6367,2299157.393286,15.737828000000036,0.00142,44.851629,2.481097
6807,2020-06-18,DE-BY,78.193325,5944868.660748,2281990.803451,15.415243000000032,0.004136,34.605401,2.716179
6808,2020-06-18,DE-HB,78.621528,4607529.910256,2423470.025641,18.964740000000006,0.012287,33.679487,3.4711
6809,2020-06-18,DE-HE,81.23147,4861968.013848,2344480.267321,16.263220000000047,0.002705,28.601334,2.326698
6810,2020-06-18,DE-HH,70.923232,12120137.280303,2418182.467803,20.097008000000017,0.007023,41.356061,2.78166
6811,2020-06-18,DE-MV,75.913012,10018865.755029,2416814.140735,17.87718000000001,0.00398,25.146297,3.263155
6812,2020-06-18,DE-NI,82.606042,3731235.902549,2407179.036184,17.972375999999997,0.009674,27.236863,2.573447
