date,region_code,confirmed_addition,iso3166-2,population,cases_pc
2021-02-18,Blekinge,23,SE-K,159606,0.00014410485821335036
2021-02-17,Blekinge,30,SE-K,159606,0.00018796285853915265
2021-02-16,Blekinge,50,SE-K,159606,0.00031327143089858776
2021-02-15,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2021-02-14,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2021-02-13,Blekinge,23,SE-K,159606,0.00014410485821335036
2021-02-12,Blekinge,20,SE-K,159606,0.0001253085723594351
2021-02-11,Blekinge,26,SE-K,159606,0.00016290114406726565
2021-02-10,Blekinge,33,SE-K,159606,0.00020675914439306794
2021-02-09,Blekinge,42,SE-K,159606,0.00026314800195481375
2021-02-08,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2021-02-07,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2021-02-06,Blekinge,37,SE-K,159606,0.00023182085886495494
2021-02-05,Blekinge,23,SE-K,159606,0.00014410485821335036
2021-02-04,Blekinge,32,SE-K,159606,0.00020049371577509617
2021-02-03,Blekinge,26,SE-K,159606,0.00016290114406726565
2021-02-02,Blekinge,86,SE-K,159606,0.0005388268611455709
2021-02-01,Blekinge,4,SE-K,159606,2.506171447188702e-05
2021-01-31,Blekinge,2,SE-K,159606,1.253085723594351e-05
2021-01-30,Blekinge,29,SE-K,159606,0.0001816974299211809
2021-01-29,Blekinge,28,SE-K,159606,0.00017543200130320916
2021-01-28,Blekinge,49,SE-K,159606,0.00030700600228061604
2021-01-27,Blekinge,37,SE-K,159606,0.00023182085886495494
2021-01-26,Blekinge,68,SE-K,159606,0.00042604914602207937
2021-01-25,Blekinge,1,SE-K,159606,6.265428617971755e-06
2021-01-24,Blekinge,9,SE-K,159606,5.63888575617458e-05
2021-01-23,Blekinge,40,SE-K,159606,0.0002506171447188702
2021-01-22,Blekinge,52,SE-K,159606,0.0003258022881345313
2021-01-21,Blekinge,58,SE-K,159606,0.0003633948598423618
2021-01-20,Blekinge,61,SE-K,159606,0.0003821911456962771
2021-01-19,Blekinge,153,SE-K,159606,0.0009586105785496786
2021-01-18,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2021-01-17,Blekinge,7,SE-K,159606,4.385800032580229e-05
2021-01-16,Blekinge,84,SE-K,159606,0.0005262960039096275
2021-01-15,Blekinge,69,SE-K,159606,0.00043231457464005114
2021-01-14,Blekinge,102,SE-K,159606,0.0006390737190331191
2021-01-13,Blekinge,114,SE-K,159606,0.0007142588624487801
2021-01-12,Blekinge,226,SE-K,159606,0.0014159868676616168
2021-01-11,Blekinge,20,SE-K,159606,0.0001253085723594351
2021-01-10,Blekinge,13,SE-K,159606,8.145057203363282e-05
2021-01-09,Blekinge,128,SE-K,159606,0.0008019748631003847
2021-01-08,Blekinge,186,SE-K,159606,0.0011653697229427465
2021-01-07,Blekinge,18,SE-K,159606,0.0001127777151234916
2021-01-06,Blekinge,148,SE-K,159606,0.0009272834354598198
2021-01-05,Blekinge,284,SE-K,159606,0.0017793817275039785
2021-01-04,Blekinge,11,SE-K,159606,6.891971479768931e-05
2021-01-03,Blekinge,184,SE-K,159606,0.001152838865706803
2021-01-02,Blekinge,20,SE-K,159606,0.0001253085723594351
2021-01-01,Blekinge,31,SE-K,159606,0.00019422828715712442
2020-12-31,Blekinge,181,SE-K,159606,0.0011340425798528877
2020-12-30,Blekinge,212,SE-K,159606,0.001328270867010012
2020-12-29,Blekinge,266,SE-K,159606,0.001666604012380487
2020-12-28,Blekinge,20,SE-K,159606,0.0001253085723594351
2020-12-27,Blekinge,177,SE-K,159606,0.0011089808653810007
2020-12-26,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-12-25,Blekinge,16,SE-K,159606,0.00010024685788754808
2020-12-24,Blekinge,145,SE-K,159606,0.0009084871496059045
2020-12-23,Blekinge,141,SE-K,159606,0.0008834254351340175
2020-12-22,Blekinge,200,SE-K,159606,0.001253085723594351
2020-12-21,Blekinge,16,SE-K,159606,0.00010024685788754808
2020-12-20,Blekinge,31,SE-K,159606,0.00019422828715712442
2020-12-19,Blekinge,87,SE-K,159606,0.0005450922897635428
2020-12-18,Blekinge,109,SE-K,159606,0.0006829317193589213
2020-12-17,Blekinge,95,SE-K,159606,0.0005952157187073168
2020-12-16,Blekinge,124,SE-K,159606,0.0007769131486284977
2020-12-15,Blekinge,160,SE-K,159606,0.0010024685788754808
2020-12-14,Blekinge,15,SE-K,159606,9.398142926957633e-05
2020-12-13,Blekinge,24,SE-K,159606,0.00015037028683132213
2020-12-12,Blekinge,119,SE-K,159606,0.0007455860055386389
2020-12-11,Blekinge,83,SE-K,159606,0.0005200305752916557
2020-12-10,Blekinge,58,SE-K,159606,0.0003633948598423618
2020-12-09,Blekinge,102,SE-K,159606,0.0006390737190331191
2020-12-08,Blekinge,162,SE-K,159606,0.0010149994361114245
2020-12-07,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-12-06,Blekinge,18,SE-K,159606,0.0001127777151234916
2020-12-05,Blekinge,72,SE-K,159606,0.0004511108604939664
2020-12-04,Blekinge,58,SE-K,159606,0.0003633948598423618
2020-12-03,Blekinge,100,SE-K,159606,0.0006265428617971755
2020-12-02,Blekinge,106,SE-K,159606,0.000664135433505006
2020-12-01,Blekinge,102,SE-K,159606,0.0006390737190331191
2020-11-30,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-11-29,Blekinge,53,SE-K,159606,0.000332067716752503
2020-11-28,Blekinge,62,SE-K,159606,0.00038845657431424885
2020-11-27,Blekinge,15,SE-K,159606,9.398142926957633e-05
2020-11-26,Blekinge,70,SE-K,159606,0.00043858000325802286
2020-11-25,Blekinge,48,SE-K,159606,0.00030074057366264427
2020-11-24,Blekinge,66,SE-K,159606,0.0004135182887861359
2020-11-23,Blekinge,51,SE-K,159606,0.00031953685951655953
2020-11-22,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-11-21,Blekinge,45,SE-K,159606,0.000281944287808729
2020-11-20,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-11-19,Blekinge,111,SE-K,159606,0.0006954625765948648
2020-11-18,Blekinge,61,SE-K,159606,0.0003821911456962771
2020-11-17,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-11-16,Blekinge,14,SE-K,159606,8.771600065160458e-05
2020-11-15,Blekinge,23,SE-K,159606,0.00014410485821335036
2020-11-14,Blekinge,46,SE-K,159606,0.0002882097164267007
2020-11-13,Blekinge,37,SE-K,159606,0.00023182085886495494
2020-11-12,Blekinge,47,SE-K,159606,0.0002944751450446725
2020-11-11,Blekinge,46,SE-K,159606,0.0002882097164267007
2020-11-10,Blekinge,17,SE-K,159606,0.00010651228650551984
2020-11-09,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-11-08,Blekinge,27,SE-K,159606,0.0001691665726852374
2020-11-07,Blekinge,27,SE-K,159606,0.0001691665726852374
2020-11-06,Blekinge,30,SE-K,159606,0.00018796285853915265
2020-11-05,Blekinge,33,SE-K,159606,0.00020675914439306794
2020-11-04,Blekinge,36,SE-K,159606,0.0002255554302469832
2020-11-03,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-11-02,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-11-01,Blekinge,22,SE-K,159606,0.00013783942959537862
2020-10-31,Blekinge,16,SE-K,159606,0.00010024685788754808
2020-10-30,Blekinge,41,SE-K,159606,0.000256882573336842
2020-10-29,Blekinge,18,SE-K,159606,0.0001127777151234916
2020-10-28,Blekinge,11,SE-K,159606,6.891971479768931e-05
2020-10-27,Blekinge,25,SE-K,159606,0.00015663571544929388
2020-10-26,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-10-25,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-10-24,Blekinge,26,SE-K,159606,0.00016290114406726565
2020-10-23,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-10-22,Blekinge,11,SE-K,159606,6.891971479768931e-05
2020-10-21,Blekinge,14,SE-K,159606,8.771600065160458e-05
2020-10-20,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-10-19,Blekinge,0,SE-K,159606,0.0
2020-10-18,Blekinge,0,SE-K,159606,0.0
2020-10-17,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-10-16,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-10-15,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-10-14,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-10-13,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-10-12,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-10-11,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-10-10,Blekinge,15,SE-K,159606,9.398142926957633e-05
2020-10-09,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-10-08,Blekinge,23,SE-K,159606,0.00014410485821335036
2020-10-07,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-10-06,Blekinge,14,SE-K,159606,8.771600065160458e-05
2020-10-05,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-10-04,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-10-03,Blekinge,17,SE-K,159606,0.00010651228650551984
2020-10-02,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-10-01,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-09-30,Blekinge,15,SE-K,159606,9.398142926957633e-05
2020-09-29,Blekinge,17,SE-K,159606,0.00010651228650551984
2020-09-28,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-09-27,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-09-26,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-25,Blekinge,20,SE-K,159606,0.0001253085723594351
2020-09-24,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-09-23,Blekinge,16,SE-K,159606,0.00010024685788754808
2020-09-22,Blekinge,12,SE-K,159606,7.518514341566107e-05
2020-09-21,Blekinge,15,SE-K,159606,9.398142926957633e-05
2020-09-20,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-19,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-09-18,Blekinge,0,SE-K,159606,0.0
2020-09-17,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-09-16,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-15,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-09-14,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-13,Blekinge,0,SE-K,159606,0.0
2020-09-12,Blekinge,0,SE-K,159606,0.0
2020-09-11,Blekinge,0,SE-K,159606,0.0
2020-09-10,Blekinge,0,SE-K,159606,0.0
2020-09-09,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-08,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-09-07,Blekinge,0,SE-K,159606,0.0
2020-09-06,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-05,Blekinge,0,SE-K,159606,0.0
2020-09-04,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-09-03,Blekinge,0,SE-K,159606,0.0
2020-09-02,Blekinge,0,SE-K,159606,0.0
2020-09-01,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-31,Blekinge,0,SE-K,159606,0.0
2020-08-30,Blekinge,0,SE-K,159606,0.0
2020-08-29,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-08-28,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-08-27,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-26,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-08-25,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-08-24,Blekinge,0,SE-K,159606,0.0
2020-08-23,Blekinge,0,SE-K,159606,0.0
2020-08-22,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-08-21,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-08-20,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-08-19,Blekinge,11,SE-K,159606,6.891971479768931e-05
2020-08-18,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-08-17,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-16,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-15,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-08-14,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-08-13,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-08-12,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-08-11,Blekinge,11,SE-K,159606,6.891971479768931e-05
2020-08-10,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-08-09,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-08,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-08-07,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-08-06,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-08-05,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-08-04,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-08-03,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-08-02,Blekinge,0,SE-K,159606,0.0
2020-08-01,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-31,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-30,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-29,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-28,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-07-27,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-26,Blekinge,0,SE-K,159606,0.0
2020-07-25,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-24,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-23,Blekinge,0,SE-K,159606,0.0
2020-07-22,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-21,Blekinge,0,SE-K,159606,0.0
2020-07-20,Blekinge,0,SE-K,159606,0.0
2020-07-19,Blekinge,0,SE-K,159606,0.0
2020-07-18,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-17,Blekinge,0,SE-K,159606,0.0
2020-07-16,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-15,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-14,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-13,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-12,Blekinge,0,SE-K,159606,0.0
2020-07-11,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-07-10,Blekinge,0,SE-K,159606,0.0
2020-07-09,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-07-08,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-07,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-07-06,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-07-05,Blekinge,0,SE-K,159606,0.0
2020-07-04,Blekinge,0,SE-K,159606,0.0
2020-07-03,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-07-02,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-07-01,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-06-30,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-06-29,Blekinge,0,SE-K,159606,0.0
2020-06-28,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-06-27,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-06-26,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-06-25,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-06-24,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-06-23,Blekinge,8,SE-K,159606,5.012342894377404e-05
2020-06-22,Blekinge,0,SE-K,159606,0.0
2020-06-21,Blekinge,0,SE-K,159606,0.0
2020-06-20,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-06-19,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-06-18,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-06-17,Blekinge,13,SE-K,159606,8.145057203363282e-05
2020-06-16,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-06-15,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-06-14,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-06-13,Blekinge,12,SE-K,159606,7.518514341566107e-05
2020-06-12,Blekinge,14,SE-K,159606,8.771600065160458e-05
2020-06-11,Blekinge,26,SE-K,159606,0.00016290114406726565
2020-06-10,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-06-09,Blekinge,9,SE-K,159606,5.63888575617458e-05
2020-06-08,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-06-07,Blekinge,18,SE-K,159606,0.0001127777151234916
2020-06-06,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-06-05,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-06-04,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-06-03,Blekinge,18,SE-K,159606,0.0001127777151234916
2020-06-02,Blekinge,18,SE-K,159606,0.0001127777151234916
2020-06-01,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-05-31,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-05-30,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-05-29,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-05-28,Blekinge,11,SE-K,159606,6.891971479768931e-05
2020-05-27,Blekinge,19,SE-K,159606,0.00011904314374146336
2020-05-26,Blekinge,12,SE-K,159606,7.518514341566107e-05
2020-05-25,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-05-24,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-05-23,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-05-22,Blekinge,10,SE-K,159606,6.265428617971755e-05
2020-05-21,Blekinge,0,SE-K,159606,0.0
2020-05-20,Blekinge,23,SE-K,159606,0.00014410485821335036
2020-05-19,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-05-18,Blekinge,0,SE-K,159606,0.0
2020-05-17,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-05-16,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-05-15,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-05-14,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-05-13,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-05-12,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-05-11,Blekinge,0,SE-K,159606,0.0
2020-05-10,Blekinge,0,SE-K,159606,0.0
2020-05-09,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-05-08,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-05-07,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-05-06,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-05-05,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-05-04,Blekinge,0,SE-K,159606,0.0
2020-05-03,Blekinge,0,SE-K,159606,0.0
2020-05-02,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-05-01,Blekinge,0,SE-K,159606,0.0
2020-04-30,Blekinge,0,SE-K,159606,0.0
2020-04-29,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-04-28,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-04-27,Blekinge,0,SE-K,159606,0.0
2020-04-26,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-25,Blekinge,0,SE-K,159606,0.0
2020-04-24,Blekinge,7,SE-K,159606,4.385800032580229e-05
2020-04-23,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-04-22,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-04-21,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-04-20,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-19,Blekinge,0,SE-K,159606,0.0
2020-04-18,Blekinge,0,SE-K,159606,0.0
2020-04-17,Blekinge,0,SE-K,159606,0.0
2020-04-16,Blekinge,0,SE-K,159606,0.0
2020-04-15,Blekinge,0,SE-K,159606,0.0
2020-04-14,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-13,Blekinge,0,SE-K,159606,0.0
2020-04-12,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-11,Blekinge,0,SE-K,159606,0.0
2020-04-10,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-09,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-08,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-04-07,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-06,Blekinge,0,SE-K,159606,0.0
2020-04-05,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-04,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-04-03,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-04-02,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-04-01,Blekinge,5,SE-K,159606,3.1327143089858776e-05
2020-03-31,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-03-30,Blekinge,0,SE-K,159606,0.0
2020-03-29,Blekinge,4,SE-K,159606,2.506171447188702e-05
2020-03-28,Blekinge,0,SE-K,159606,0.0
2020-03-27,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-03-26,Blekinge,0,SE-K,159606,0.0
2020-03-25,Blekinge,3,SE-K,159606,1.8796285853915267e-05
2020-03-24,Blekinge,0,SE-K,159606,0.0
2020-03-23,Blekinge,0,SE-K,159606,0.0
2020-03-22,Blekinge,0,SE-K,159606,0.0
2020-03-21,Blekinge,0,SE-K,159606,0.0
2020-03-20,Blekinge,0,SE-K,159606,0.0
2020-03-19,Blekinge,0,SE-K,159606,0.0
2020-03-18,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-03-17,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-03-16,Blekinge,0,SE-K,159606,0.0
2020-03-15,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-03-14,Blekinge,0,SE-K,159606,0.0
2020-03-13,Blekinge,0,SE-K,159606,0.0
2020-03-12,Blekinge,2,SE-K,159606,1.253085723594351e-05
2020-03-11,Blekinge,6,SE-K,159606,3.7592571707830533e-05
2020-03-10,Blekinge,1,SE-K,159606,6.265428617971755e-06
2020-03-09,Blekinge,0,SE-K,159606,0.0
2020-03-08,Blekinge,0,SE-K,159606,0.0
2020-03-07,Blekinge,0,SE-K,159606,0.0
2020-03-06,Blekinge,0,SE-K,159606,0.0
2020-03-05,Blekinge,0,SE-K,159606,0.0
2020-03-04,Blekinge,0,SE-K,159606,0.0
2020-03-03,Blekinge,0,SE-K,159606,0.0
2020-03-02,Blekinge,0,SE-K,159606,0.0
2020-03-01,Blekinge,0,SE-K,159606,0.0
2020-02-29,Blekinge,0,SE-K,159606,0.0
2020-02-28,Blekinge,0,SE-K,159606,0.0
2020-02-27,Blekinge,0,SE-K,159606,0.0
2020-02-26,Blekinge,0,SE-K,159606,0.0
2020-02-25,Blekinge,0,SE-K,159606,0.0
2020-02-24,Blekinge,0,SE-K,159606,0.0
2020-02-23,Blekinge,0,SE-K,159606,0.0
2020-02-22,Blekinge,0,SE-K,159606,0.0
2020-02-21,Blekinge,0,SE-K,159606,0.0
2020-02-20,Blekinge,0,SE-K,159606,0.0
2020-02-19,Blekinge,0,SE-K,159606,0.0
2020-02-18,Blekinge,0,SE-K,159606,0.0
2020-02-17,Blekinge,0,SE-K,159606,0.0
2020-02-16,Blekinge,0,SE-K,159606,0.0
2020-02-15,Blekinge,0,SE-K,159606,0.0
2020-02-14,Blekinge,0,SE-K,159606,0.0
2020-02-13,Blekinge,0,SE-K,159606,0.0
2020-02-12,Blekinge,0,SE-K,159606,0.0
2020-02-11,Blekinge,0,SE-K,159606,0.0
2020-02-10,Blekinge,0,SE-K,159606,0.0
2020-02-09,Blekinge,0,SE-K,159606,0.0
2020-02-08,Blekinge,0,SE-K,159606,0.0
2020-02-07,Blekinge,0,SE-K,159606,0.0
2020-02-06,Blekinge,0,SE-K,159606,0.0
2020-02-05,Blekinge,0,SE-K,159606,0.0
2020-02-04,Blekinge,0,SE-K,159606,0.0
2021-02-18,Dalarna,78,SE-W,287966,0.0002708653104880437
2021-02-17,Dalarna,59,SE-W,287966,0.00020488529895890486
2021-02-16,Dalarna,96,SE-W,287966,0.0003333726898314384
2021-02-15,Dalarna,10,SE-W,287966,3.47263218574415e-05
2021-02-14,Dalarna,4,SE-W,287966,1.3890528742976602e-05
2021-02-13,Dalarna,62,SE-W,287966,0.00021530319551613732
2021-02-12,Dalarna,41,SE-W,287966,0.00014237791961551016
2021-02-11,Dalarna,67,SE-W,287966,0.00023266635644485808
2021-02-10,Dalarna,61,SE-W,287966,0.00021183056333039317
2021-02-09,Dalarna,93,SE-W,287966,0.000322954793274206
2021-02-08,Dalarna,4,SE-W,287966,1.3890528742976602e-05
2021-02-07,Dalarna,9,SE-W,287966,3.1253689671697356e-05
2021-02-06,Dalarna,59,SE-W,287966,0.00020488529895890486
2021-02-05,Dalarna,30,SE-W,287966,0.0001041789655723245
2021-02-04,Dalarna,60,SE-W,287966,0.000208357931144649
2021-02-03,Dalarna,49,SE-W,287966,0.00017015897710146336
2021-02-02,Dalarna,91,SE-W,287966,0.0003160095289027177
2021-02-01,Dalarna,9,SE-W,287966,3.1253689671697356e-05
2021-01-31,Dalarna,6,SE-W,287966,2.08357931144649e-05
2021-01-30,Dalarna,56,SE-W,287966,0.00019446740240167243
2021-01-29,Dalarna,48,SE-W,287966,0.0001666863449157192
2021-01-28,Dalarna,53,SE-W,287966,0.00018404950584443997
2021-01-27,Dalarna,51,SE-W,287966,0.00017710424147295166
2021-01-26,Dalarna,118,SE-W,287966,0.0004097705979178097
2021-01-25,Dalarna,10,SE-W,287966,3.47263218574415e-05
2021-01-24,Dalarna,14,SE-W,287966,4.861685060041811e-05
2021-01-23,Dalarna,72,SE-W,287966,0.00025002951737357885
2021-01-22,Dalarna,58,SE-W,287966,0.0002014126667731607
2021-01-21,Dalarna,93,SE-W,287966,0.000322954793274206
2021-01-20,Dalarna,91,SE-W,287966,0.0003160095289027177
2021-01-19,Dalarna,157,SE-W,287966,0.0005452032531618316
2021-01-18,Dalarna,26,SE-W,287966,9.028843682934791e-05
2021-01-17,Dalarna,7,SE-W,287966,2.4308425300209054e-05
2021-01-16,Dalarna,87,SE-W,287966,0.0003021190001597411
2021-01-15,Dalarna,101,SE-W,287966,0.0003507358507601592
2021-01-14,Dalarna,110,SE-W,287966,0.00038198954043185655
2021-01-13,Dalarna,102,SE-W,287966,0.00035420848294590333
2021-01-12,Dalarna,189,SE-W,287966,0.0006563274831056444
2021-01-11,Dalarna,12,SE-W,287966,4.16715862289298e-05
2021-01-10,Dalarna,15,SE-W,287966,5.208948278616225e-05
2021-01-09,Dalarna,124,SE-W,287966,0.00043060639103227464
2021-01-08,Dalarna,154,SE-W,287966,0.0005347853566045991
2021-01-07,Dalarna,24,SE-W,287966,8.33431724578596e-05
2021-01-06,Dalarna,133,SE-W,287966,0.000461860080703972
2021-01-05,Dalarna,236,SE-W,287966,0.0008195411958356194
2021-01-04,Dalarna,28,SE-W,287966,9.723370120083621e-05
2021-01-03,Dalarna,211,SE-W,287966,0.0007327253911920157
2021-01-02,Dalarna,9,SE-W,287966,3.1253689671697356e-05
2021-01-01,Dalarna,20,SE-W,287966,6.9452643714883e-05
2020-12-31,Dalarna,188,SE-W,287966,0.0006528548509199003
2020-12-30,Dalarna,209,SE-W,287966,0.0007257801268205275
2020-12-29,Dalarna,307,SE-W,287966,0.0010660980810234541
