date,region_code,confirmed_addition,deceased_addition,iso3166-2,population,cases_pc,deaths_pc
2020-04-15,Saarland,50,5,DE-SL,990509,5.047909711067744e-05,5.047909711067744e-06
2020-04-15,Sachsen,58,2,DE-SN,4077937,1.422287789144364e-05,4.904440652221945e-07
2020-04-15,Sachsen-Anhalt,21,0,DE-ST,2208321,9.509487071852326e-06,0.0
2020-04-15,Schleswig-Holstein,42,3,DE-SH,2896712,1.4499197711059988e-05,1.0356569793614277e-06
2020-04-15,Thüringen,42,5,DE-TH,2143145,1.959736742030987e-05,2.3330199309892706e-06
2020-04-16,Baden-Württemberg,661,33,DE-BW,11069533,5.971344951950548e-05,2.981155573591045e-06
2020-04-16,Bayern,866,55,DE-BY,13076721,6.62245527758832e-05,4.205947347198124e-06
2020-04-16,Berlin,94,3,DE-BE,3644826,2.578998284143057e-05,8.230845587690606e-07
2020-04-16,Brandenburg,62,5,DE-BB,2511917,2.468234420165953e-05,1.9905116291660917e-06
2020-04-16,Bremen,45,1,DE-HB,682986,6.588714849206279e-05,1.4641588553791733e-06
2020-04-16,Hamburg,73,9,DE-HH,1841179,3.964850783112343e-05,4.888172198357683e-06
2020-04-16,Hessen,207,15,DE-HE,6265809,3.3036436316523533e-05,2.3939446606176474e-06
2020-04-16,Mecklenburg-Vorpommern,9,0,DE-MV,1609675,5.591190768322798e-06,0.0
2020-04-16,Niedersachsen,242,11,DE-NI,7982448,3.0316514432665268e-05,1.3780233833029667e-06
2020-04-16,Nordrhein-Westfalen,738,36,DE-NW,17932651,4.115398219705497e-05,2.0075113266856084e-06
2020-04-16,Rheinland-Pfalz,116,7,DE-RP,4084844,2.8397657291196432e-05,1.7136517330894398e-06
2020-04-16,Saarland,49,4,DE-SL,990509,4.946951516846389e-05,4.038327768854195e-06
2020-04-16,Sachsen,102,5,DE-SN,4077937,2.501264732633192e-05,1.226110163055486e-06
2020-04-16,Sachsen-Anhalt,25,2,DE-ST,2208321,1.132081794268134e-05,9.056654354145072e-07
2020-04-16,Schleswig-Holstein,51,3,DE-SH,2896712,1.7606168649144272e-05,1.0356569793614277e-06
2020-04-16,Thüringen,81,1,DE-TH,2143145,3.779492288202618e-05,4.666039861978541e-07
2020-04-17,Baden-Württemberg,555,30,DE-BW,11069533,5.01376164649403e-05,2.710141430537313e-06
2020-04-17,Bayern,779,52,DE-BY,13076721,5.957150879031525e-05,3.976532037350954e-06
2020-04-17,Berlin,120,6,DE-BE,3644826,3.292338235076242e-05,1.6461691175381212e-06
2020-04-17,Brandenburg,113,0,DE-BB,2511917,4.498556281915366e-05,0.0
2020-04-17,Bremen,12,1,DE-HB,682986,1.756990626455008e-05,1.4641588553791733e-06
2020-04-17,Hamburg,107,9,DE-HH,1841179,5.811493613603023e-05,4.888172198357683e-06
2020-04-17,Hessen,190,10,DE-HE,6265809,3.03232990344902e-05,1.5959631070784316e-06
2020-04-17,Mecklenburg-Vorpommern,4,0,DE-MV,1609675,2.4849736748101323e-06,0.0
2020-04-17,Niedersachsen,197,11,DE-NI,7982448,2.4679146046425857e-05,1.3780233833029667e-06
2020-04-17,Nordrhein-Westfalen,635,35,DE-NW,17932651,3.541026923459337e-05,1.951747123166564e-06
2020-04-17,Rheinland-Pfalz,129,7,DE-RP,4084844,3.1580153366933966e-05,1.7136517330894398e-06
2020-04-17,Saarland,31,2,DE-SL,990509,3.129704020862001e-05,2.0191638844270977e-06
2020-04-17,Sachsen,44,5,DE-SN,4077937,1.078976943488828e-05,1.226110163055486e-06
2020-04-17,Sachsen-Anhalt,61,1,DE-ST,2208321,2.762279578014247e-05,4.5283271770725363e-07
2020-04-17,Schleswig-Holstein,40,3,DE-SH,2896712,1.3808759724819036e-05,1.0356569793614277e-06
2020-04-17,Thüringen,36,3,DE-TH,2143145,1.679774350312275e-05,1.3998119585935622e-06
2020-04-18,Baden-Württemberg,390,21,DE-BW,11069533,3.5231838596985075e-05,1.89709900137612e-06
2020-04-18,Bayern,521,35,DE-BY,13076721,3.98417921434586e-05,2.676511948216988e-06
2020-04-18,Berlin,82,4,DE-BE,3644826,2.249764460635432e-05,1.0974460783587474e-06
2020-04-18,Brandenburg,61,4,DE-BB,2511917,2.428424187582631e-05,1.592409303332873e-06
2020-04-18,Bremen,17,0,DE-HB,682986,2.4890700541445946e-05,0.0
2020-04-18,Hamburg,39,1,DE-HH,1841179,2.1182079526216624e-05,5.431302442619648e-07
2020-04-18,Hessen,129,12,DE-HE,6265809,2.0587924081311767e-05,1.9151557284941177e-06
2020-04-18,Mecklenburg-Vorpommern,6,1,DE-MV,1609675,3.727460512215199e-06,6.212434187025331e-07
2020-04-18,Niedersachsen,142,7,DE-NI,7982448,1.7789029129911023e-05,8.76923971192797e-07
2020-04-18,Nordrhein-Westfalen,467,24,DE-NW,17932651,2.6041883043393863e-05,1.338340884457072e-06
2020-04-18,Rheinland-Pfalz,87,4,DE-RP,4084844,2.129824296839733e-05,9.792295617653945e-07
2020-04-18,Saarland,27,2,DE-SL,990509,2.7258712439765815e-05,2.0191638844270977e-06
2020-04-18,Sachsen,47,0,DE-SN,4077937,1.1525435532721567e-05,0.0
2020-04-18,Sachsen-Anhalt,23,1,DE-ST,2208321,1.0415152507266833e-05,4.5283271770725363e-07
2020-04-18,Schleswig-Holstein,25,2,DE-SH,2896712,8.630474828011898e-06,6.904379862409518e-07
2020-04-18,Thüringen,47,4,DE-TH,2143145,2.1930387351299143e-05,1.8664159447914164e-06
2020-04-19,Baden-Württemberg,298,27,DE-BW,11069533,2.6920738210003983e-05,2.439127287483582e-06
2020-04-19,Bayern,387,39,DE-BY,13076721,2.959457497028498e-05,2.9823990280132157e-06
2020-04-19,Berlin,33,1,DE-BE,3644826,9.053930146459666e-06,2.7436151958968685e-07
2020-04-19,Brandenburg,29,2,DE-BB,2511917,1.1544967449163329e-05,7.962046516664364e-07
2020-04-19,Bremen,12,0,DE-HB,682986,1.756990626455008e-05,0.0
2020-04-19,Hamburg,22,2,DE-HH,1841179,1.1948865373763225e-05,1.0862604885239296e-06
2020-04-19,Hessen,73,10,DE-HE,6265809,1.165053068167255e-05,1.5959631070784316e-06
2020-04-19,Niedersachsen,96,9,DE-NI,7982448,1.2026385890644071e-05,1.1274736772478818e-06
2020-04-19,Nordrhein-Westfalen,339,26,DE-NW,17932651,1.8904064992956144e-05,1.4498692914951617e-06
2020-04-19,Rheinland-Pfalz,26,1,DE-RP,4084844,6.364992151475063e-06,2.4480739044134857e-07
2020-04-19,Saarland,2,0,DE-SL,990509,2.0191638844270977e-06,0.0
2020-04-19,Sachsen,23,0,DE-SN,4077937,5.6401067500552364e-06,0.0
2020-04-19,Sachsen-Anhalt,15,0,DE-ST,2208321,6.792490765608804e-06,0.0
2020-04-19,Schleswig-Holstein,9,1,DE-SH,2896712,3.106970938084283e-06,3.452189931204759e-07
2020-04-19,Thüringen,16,1,DE-TH,2143145,7.465663779165666e-06,4.666039861978541e-07
2020-04-20,Baden-Württemberg,276,21,DE-BW,11069533,2.4933301160943284e-05,1.89709900137612e-06
2020-04-20,Bayern,379,33,DE-BY,13076721,2.8982800810692526e-05,2.5235684083188745e-06
2020-04-20,Berlin,45,2,DE-BE,3644826,1.234626838153591e-05,5.487230391793737e-07
2020-04-20,Brandenburg,57,9,DE-BB,2511917,2.269183257249344e-05,3.582920932498964e-06
2020-04-20,Bremen,7,0,DE-HB,682986,1.0249111987654211e-05,0.0
2020-04-20,Hamburg,33,3,DE-HH,1841179,1.7923298060644838e-05,1.6293907327858942e-06
2020-04-20,Hessen,79,8,DE-HE,6265809,1.260810854591961e-05,1.2767704856627452e-06
2020-04-20,Mecklenburg-Vorpommern,2,0,DE-MV,1609675,1.2424868374050662e-06,0.0
2020-04-20,Niedersachsen,131,11,DE-NI,7982448,1.6411005746608057e-05,1.3780233833029667e-06
2020-04-20,Nordrhein-Westfalen,554,37,DE-NW,17932651,3.089336874955075e-05,2.063275530204653e-06
2020-04-20,Rheinland-Pfalz,35,3,DE-RP,4084844,8.568258665447199e-06,7.344221713240457e-07
2020-04-20,Saarland,16,2,DE-SL,990509,1.615331107541678e-05,2.0191638844270977e-06
2020-04-20,Sachsen,33,4,DE-SN,4077937,8.092327076166208e-06,9.80888130444389e-07
2020-04-20,Sachsen-Anhalt,13,2,DE-ST,2208321,5.886825330194297e-06,9.056654354145072e-07
2020-04-20,Schleswig-Holstein,28,4,DE-SH,2896712,9.666131807373323e-06,1.3808759724819036e-06
2020-04-20,Thüringen,38,7,DE-TH,2143145,1.7730951475518455e-05,3.2662279033849784e-06
2020-04-21,Baden-Württemberg,393,21,DE-BW,11069533,3.5502852740038805e-05,1.89709900137612e-06
2020-04-21,Bayern,500,36,DE-BY,13076721,3.82358849745284e-05,2.752983718166045e-06
2020-04-21,Berlin,76,2,DE-BE,3644826,2.08514754888162e-05,5.487230391793737e-07
2020-04-21,Brandenburg,65,4,DE-BB,2511917,2.5876651179159183e-05,1.592409303332873e-06
2020-04-21,Bremen,17,4,DE-HB,682986,2.4890700541445946e-05,5.856635421516693e-06
2020-04-21,Hamburg,57,3,DE-HH,1841179,3.095842392293199e-05,1.6293907327858942e-06
2020-04-21,Hessen,169,9,DE-HE,6265809,2.6971776509625493e-05,1.4363667963705883e-06
2020-04-21,Mecklenburg-Vorpommern,2,0,DE-MV,1609675,1.2424868374050662e-06,0.0
2020-04-21,Niedersachsen,163,10,DE-NI,7982448,2.0419801043489416e-05,1.2527485302754244e-06
2020-04-21,Nordrhein-Westfalen,456,25,DE-NW,17932651,2.5428476804684373e-05,1.3941050879761168e-06
2020-04-21,Rheinland-Pfalz,61,5,DE-RP,4084844,1.4933250816922262e-05,1.2240369522067428e-06
2020-04-21,Saarland,36,5,DE-SL,990509,3.634494991968776e-05,5.047909711067744e-06
2020-04-21,Sachsen,49,5,DE-SN,4077937,1.2015879597943763e-05,1.226110163055486e-06
2020-04-21,Sachsen-Anhalt,29,1,DE-ST,2208321,1.3132148813510357e-05,4.5283271770725363e-07
2020-04-21,Schleswig-Holstein,38,2,DE-SH,2896712,1.3118321738578083e-05,6.904379862409518e-07
2020-04-21,Thüringen,75,4,DE-TH,2143145,3.499529896483906e-05,1.8664159447914164e-06
2020-04-22,Baden-Württemberg,506,22,DE-BW,11069533,4.571105212839602e-05,1.9874370490606965e-06
2020-04-22,Bayern,596,36,DE-BY,13076721,4.5577174889637854e-05,2.752983718166045e-06
2020-04-22,Berlin,81,7,DE-BE,3644826,2.2223283086764635e-05,1.920530637127808e-06
2020-04-22,Brandenburg,50,1,DE-BB,2511917,1.9905116291660912e-05,3.981023258332182e-07
2020-04-22,Bremen,108,0,DE-HB,682986,0.0001581291563809,0.0
2020-04-22,Hamburg,49,2,DE-HH,1841179,2.661338196883627e-05,1.0862604885239296e-06
2020-04-22,Hessen,176,12,DE-HE,6265809,2.8088950684580395e-05,1.9151557284941177e-06
2020-04-22,Mecklenburg-Vorpommern,4,0,DE-MV,1609675,2.4849736748101323e-06,0.0
2020-04-22,Niedersachsen,160,7,DE-NI,7982448,2.004397648440679e-05,8.76923971192797e-07
2020-04-22,Nordrhein-Westfalen,475,18,DE-NW,17932651,2.648799667154622e-05,1.0037556633428042e-06
2020-04-22,Rheinland-Pfalz,85,8,DE-RP,4084844,2.080862818751463e-05,1.958459123530789e-06
2020-04-22,Saarland,45,6,DE-SL,990509,4.54311873996097e-05,6.057491653281293e-06
2020-04-22,Sachsen,51,0,DE-SN,4077937,1.250632366316596e-05,0.0
2020-04-22,Sachsen-Anhalt,16,0,DE-ST,2208321,7.245323483316058e-06,0.0
2020-04-22,Schleswig-Holstein,35,5,DE-SH,2896712,1.2082664759216656e-05,1.7260949656023797e-06
2020-04-22,Thüringen,56,3,DE-TH,2143145,2.6129823227079828e-05,1.3998119585935622e-06
2020-04-23,Baden-Württemberg,424,22,DE-BW,11069533,3.8303332218260696e-05,1.9874370490606965e-06
2020-04-23,Bayern,571,37,DE-BY,13076721,4.366538064091143e-05,2.8294554881151017e-06
2020-04-23,Berlin,87,2,DE-BE,3644826,2.386945220430276e-05,5.487230391793737e-07
2020-04-23,Brandenburg,40,3,DE-BB,2511917,1.592409303332873e-05,1.1943069774996547e-06
2020-04-23,Bremen,17,0,DE-HB,682986,2.4890700541445946e-05,0.0
2020-04-23,Hamburg,49,8,DE-HH,1841179,2.661338196883627e-05,4.345041954095718e-06
2020-04-23,Hessen,125,8,DE-HE,6265809,1.9949538838480395e-05,1.2767704856627452e-06
2020-04-23,Niedersachsen,140,12,DE-NI,7982448,1.753847942385594e-05,1.5032982363305091e-06
2020-04-23,Nordrhein-Westfalen,387,14,DE-NW,17932651,2.158074676187029e-05,7.806988492666255e-07
2020-04-23,Rheinland-Pfalz,55,1,DE-RP,4084844,1.346440647427417e-05,2.4480739044134857e-07
2020-04-23,Saarland,20,2,DE-SL,990509,2.019163884427097e-05,2.0191638844270977e-06
2020-04-23,Sachsen,34,2,DE-SN,4077937,8.337549108777306e-06,4.904440652221945e-07
2020-04-23,Sachsen-Anhalt,29,2,DE-ST,2208321,1.3132148813510357e-05,9.056654354145072e-07
2020-04-23,Schleswig-Holstein,41,2,DE-SH,2896712,1.4153978717939512e-05,6.904379862409518e-07
2020-04-23,Thüringen,66,2,DE-TH,2143145,3.079586308905837e-05,9.332079723957082e-07
2020-04-24,Baden-Württemberg,365,15,DE-BW,11069533,3.2973387404870645e-05,1.3550707152686567e-06
2020-04-24,Bayern,528,24,DE-BY,13076721,4.037709453310199e-05,1.8353224787773637e-06
2020-04-24,Berlin,73,3,DE-BE,3644826,2.0028390930047145e-05,8.230845587690606e-07
2020-04-24,Brandenburg,85,2,DE-BB,2511917,3.383869769582355e-05,7.962046516664364e-07
2020-04-24,Bremen,17,0,DE-HB,682986,2.4890700541445946e-05,0.0
2020-04-24,Hamburg,41,1,DE-HH,1841179,2.226834001474056e-05,5.431302442619648e-07
2020-04-24,Hessen,102,6,DE-HE,6265809,1.62788236922e-05,9.575778642470589e-07
2020-04-24,Mecklenburg-Vorpommern,6,0,DE-MV,1609675,3.727460512215199e-06,0.0
2020-04-24,Niedersachsen,119,7,DE-NI,7982448,1.4907707510277547e-05,8.76923971192797e-07
2020-04-24,Nordrhein-Westfalen,332,7,DE-NW,17932651,1.851371556832283e-05,3.9034942463331285e-07
2020-04-24,Rheinland-Pfalz,62,5,DE-RP,4084844,1.5178058207363613e-05,1.2240369522067428e-06
2020-04-24,Saarland,22,3,DE-SL,990509,2.2210802728698077e-05,3.0287458266406465e-06
2020-04-24,Sachsen,45,4,DE-SN,4077937,1.1034991467499377e-05,9.80888130444389e-07
2020-04-24,Sachsen-Anhalt,23,2,DE-ST,2208321,1.0415152507266833e-05,9.056654354145072e-07
2020-04-24,Schleswig-Holstein,39,2,DE-SH,2896712,1.346354073169856e-05,6.904379862409518e-07
2020-04-24,Thüringen,46,2,DE-TH,2143145,2.1463783365101286e-05,9.332079723957082e-07
2020-04-25,Baden-Württemberg,318,22,DE-BW,11069533,2.8727499163695524e-05,1.9874370490606965e-06
2020-04-25,Bayern,309,19,DE-BY,13076721,2.362977691425855e-05,1.4529636290320792e-06
2020-04-25,Berlin,54,7,DE-BE,3644826,1.481552205784309e-05,1.920530637127808e-06
2020-04-25,Brandenburg,24,1,DE-BB,2511917,9.554455819997238e-06,3.981023258332182e-07
2020-04-25,Bremen,15,0,DE-HB,682986,2.19623828306876e-05,0.0
2020-04-25,Hamburg,44,4,DE-HH,1841179,2.389773074752645e-05,2.172520977047859e-06
2020-04-25,Hessen,89,4,DE-HE,6265809,1.420407165299804e-05,6.383852428313726e-07
2020-04-25,Mecklenburg-Vorpommern,7,1,DE-MV,1609675,4.3487039309177314e-06,6.212434187025331e-07
2020-04-25,Niedersachsen,67,3,DE-NI,7982448,8.393415152845343e-06,3.758245590826273e-07
2020-04-25,Nordrhein-Westfalen,222,11,DE-NW,17932651,1.2379653181227918e-05,6.134062387094914e-07
2020-04-25,Rheinland-Pfalz,30,0,DE-RP,4084844,7.344221713240457e-06,0.0
2020-04-25,Saarland,14,0,DE-SL,990509,1.4134147190989685e-05,0.0
2020-04-25,Sachsen,22,0,DE-SN,4077937,5.394884717444139e-06,0.0
2020-04-25,Sachsen-Anhalt,19,2,DE-ST,2208321,8.603821636437818e-06,9.056654354145072e-07
2020-04-25,Schleswig-Holstein,16,2,DE-SH,2896712,5.523503889927614e-06,6.904379862409518e-07
2020-04-25,Thüringen,25,3,DE-TH,2143145,1.1665099654946353e-05,1.3998119585935622e-06
2020-04-26,Baden-Württemberg,133,5,DE-BW,11069533,1.2014960342048757e-05,4.516902384228856e-07
2020-04-26,Bayern,188,11,DE-BY,13076721,1.437669275042268e-05,8.411894694396248e-07
2020-04-26,Berlin,21,1,DE-BE,3644826,5.761591911383424e-06,2.7436151958968685e-07
2020-04-26,Brandenburg,7,0,DE-BB,2511917,2.786716280832528e-06,0.0
2020-04-26,Bremen,14,0,DE-HB,682986,2.0498223975308422e-05,0.0
2020-04-26,Hamburg,17,2,DE-HH,1841179,9.2332141524534e-06,1.0862604885239296e-06
2020-04-26,Hessen,24,3,DE-HE,6265809,3.830311456988236e-06,4.787889321235294e-07
2020-04-26,Niedersachsen,50,2,DE-NI,7982448,6.263742651377122e-06,2.5054970605508485e-07
2020-04-26,Nordrhein-Westfalen,152,4,DE-NW,17932651,8.476158934894791e-06,2.230568140761787e-07
2020-04-26,Rheinland-Pfalz,30,0,DE-RP,4084844,7.344221713240457e-06,0.0
2020-04-26,Saarland,17,0,DE-SL,990509,1.716289301763033e-05,0.0
2020-04-26,Sachsen,20,0,DE-SN,4077937,4.904440652221944e-06,0.0
2020-04-26,Sachsen-Anhalt,5,0,DE-ST,2208321,2.264163588536268e-06,0.0
2020-04-26,Schleswig-Holstein,6,1,DE-SH,2896712,2.071313958722856e-06,3.452189931204759e-07
2020-04-26,Thüringen,21,1,DE-TH,2143145,9.798683710154935e-06,4.666039861978541e-07
2020-04-27,Baden-Württemberg,171,4,DE-BW,11069533,1.5447806154062687e-05,3.613521907383085e-07
2020-04-27,Bayern,341,23,DE-BY,13076721,2.6076873552628368e-05,1.7588507088283065e-06
2020-04-27,Berlin,56,10,DE-BE,3644826,1.5364245097022465e-05,2.7436151958968686e-06
2020-04-27,Brandenburg,38,3,DE-BB,2511917,1.5127888381662292e-05,1.1943069774996547e-06
2020-04-27,Bremen,7,0,DE-HB,682986,1.0249111987654211e-05,0.0
2020-04-27,Hamburg,21,3,DE-HH,1841179,1.140573512950126e-05,1.6293907327858942e-06
2020-04-27,Hessen,68,2,DE-HE,6265809,1.0852549128133334e-05,3.191926214156863e-07
2020-04-27,Mecklenburg-Vorpommern,1,0,DE-MV,1609675,6.212434187025331e-07,0.0
2020-04-27,Niedersachsen,75,10,DE-NI,7982448,9.395613977065682e-06,1.2527485302754244e-06
2020-04-27,Nordrhein-Westfalen,225,12,DE-NW,17932651,1.2546945791785052e-05,6.691704422285361e-07
2020-04-27,Rheinland-Pfalz,42,2,DE-RP,4084844,1.028191039853664e-05,4.896147808826971e-07
2020-04-27,Saarland,5,0,DE-SL,990509,5.047909711067744e-06,0.0
2020-04-27,Sachsen,21,2,DE-SN,4077937,5.149662684833041e-06,4.904440652221945e-07
2020-04-27,Sachsen-Anhalt,6,0,DE-ST,2208321,2.716996306243521e-06,0.0
2020-04-27,Schleswig-Holstein,13,1,DE-SH,2896712,4.487846910566187e-06,3.452189931204759e-07
2020-04-27,Thüringen,28,3,DE-TH,2143145,1.3064911613539914e-05,1.3998119585935622e-06
2020-04-28,Baden-Württemberg,186,10,DE-BW,11069533,1.6802876869331343e-05,9.033804768457712e-07
2020-04-28,Bayern,362,19,DE-BY,13076721,2.768278072155856e-05,1.4529636290320792e-06
2020-04-28,Berlin,80,7,DE-BE,3644826,2.194892156717495e-05,1.920530637127808e-06
2020-04-28,Brandenburg,67,2,DE-BB,2511917,2.667285583082562e-05,7.962046516664364e-07
2020-04-28,Bremen,43,3,DE-HB,682986,6.295883078130444e-05,4.39247656613752e-06
2020-04-28,Hamburg,25,1,DE-HH,1841179,1.357825610654912e-05,5.431302442619648e-07
2020-04-28,Hessen,139,4,DE-HE,6265809,2.21838871883902e-05,6.383852428313726e-07
2020-04-28,Mecklenburg-Vorpommern,13,0,DE-MV,1609675,8.07616444313293e-06,0.0
2020-04-28,Niedersachsen,101,7,DE-NI,7982448,1.2652760155781786e-05,8.76923971192797e-07
2020-04-28,Nordrhein-Westfalen,268,14,DE-NW,17932651,1.4944806543103973e-05,7.806988492666255e-07
2020-04-28,Rheinland-Pfalz,31,5,DE-RP,4084844,7.589029103681805e-06,1.2240369522067428e-06
2020-04-28,Saarland,7,0,DE-SL,990509,7.067073595494841e-06,0.0
2020-04-28,Sachsen,34,1,DE-SN,4077937,8.337549108777306e-06,2.4522203261109725e-07
2020-04-28,Sachsen-Anhalt,13,0,DE-ST,2208321,5.886825330194297e-06,0.0
2020-04-28,Schleswig-Holstein,23,1,DE-SH,2896712,7.940036841770945e-06,3.452189931204759e-07
2020-04-28,Thüringen,77,8,DE-TH,2143145,3.592850693723476e-05,3.732831889582833e-06
2020-04-29,Baden-Württemberg,277,12,DE-BW,11069533,2.5023639208627863e-05,1.0840565722149254e-06
2020-04-29,Bayern,304,18,DE-BY,13076721,2.3247418064513268e-05,1.3764918590830224e-06
2020-04-29,Berlin,68,0,DE-BE,3644826,1.8656583332098705e-05,0.0
2020-04-29,Brandenburg,37,1,DE-BB,2511917,1.4729786055829074e-05,3.981023258332182e-07
2020-04-29,Bremen,42,0,DE-HB,682986,6.149467192592528e-05,0.0
2020-04-29,Hamburg,42,2,DE-HH,1841179,2.281147025900252e-05,1.0862604885239296e-06
2020-04-29,Hessen,121,1,DE-HE,6265809,1.9311153595649026e-05,1.5959631070784318e-07
2020-04-29,Mecklenburg-Vorpommern,4,0,DE-MV,1609675,2.4849736748101323e-06,0.0
2020-04-29,Niedersachsen,85,8,DE-NI,7982448,1.0648362507341106e-05,1.0021988242203394e-06
2020-04-29,Nordrhein-Westfalen,249,6,DE-NW,17932651,1.3885286676242124e-05,3.345852211142681e-07
2020-04-29,Rheinland-Pfalz,61,3,DE-RP,4084844,1.4933250816922262e-05,7.344221713240457e-07
2020-04-29,Saarland,27,1,DE-SL,990509,2.7258712439765815e-05,1.0095819422135488e-06
2020-04-29,Sachsen,40,4,DE-SN,4077937,9.808881304443889e-06,9.80888130444389e-07
2020-04-29,Sachsen-Anhalt,16,0,DE-ST,2208321,7.245323483316058e-06,0.0
2020-04-29,Schleswig-Holstein,18,0,DE-SH,2896712,6.213941876168566e-06,0.0
2020-04-29,Thüringen,43,3,DE-TH,2143145,2.0063971406507727e-05,1.3998119585935622e-06
2020-04-30,Baden-Württemberg,258,11,DE-BW,11069533,2.3307216302620897e-05,9.937185245303485e-07
2020-04-30,Bayern,290,12,DE-BY,13076721,2.2176813285226476e-05,9.176612393886816e-07
2020-04-30,Berlin,57,4,DE-BE,3644826,1.563860661661215e-05,1.0974460783587474e-06
2020-04-30,Brandenburg,35,2,DE-BB,2511917,1.3933581404162638e-05,7.962046516664364e-07
2020-04-30,Bremen,22,0,DE-HB,682986,3.221149481834181e-05,0.0
2020-04-30,Hamburg,25,1,DE-HH,1841179,1.357825610654912e-05,5.431302442619648e-07
2020-04-30,Hessen,104,7,DE-HE,6265809,1.6598016313615687e-05,1.1171741749549022e-06
2020-04-30,Mecklenburg-Vorpommern,4,0,DE-MV,1609675,2.4849736748101323e-06,0.0
2020-04-30,Niedersachsen,85,7,DE-NI,7982448,1.0648362507341106e-05,8.76923971192797e-07
2020-04-30,Nordrhein-Westfalen,383,12,DE-NW,17932651,2.135768994779411e-05,6.691704422285361e-07
2020-04-30,Rheinland-Pfalz,46,1,DE-RP,4084844,1.1261139960302031e-05,2.4480739044134857e-07
2020-04-30,Saarland,23,1,DE-SL,990509,2.322038467091162e-05,1.0095819422135488e-06
2020-04-30,Sachsen,35,2,DE-SN,4077937,8.582771141388402e-06,4.904440652221945e-07
2020-04-30,Sachsen-Anhalt,12,1,DE-ST,2208321,5.433992612487043e-06,4.5283271770725363e-07
2020-04-30,Schleswig-Holstein,19,1,DE-SH,2896712,6.559160869289042e-06,3.452189931204759e-07
2020-04-30,Thüringen,60,8,DE-TH,2143145,2.7996239171871247e-05,3.732831889582833e-06
2020-05-01,Baden-Württemberg,153,8,DE-BW,11069533,1.38217212957403e-05,7.22704381476617e-07
2020-05-01,Bayern,223,23,DE-BY,13076721,1.7053204698639665e-05,1.7588507088283065e-06
2020-05-01,Berlin,25,0,DE-BE,3644826,6.859037989742172e-06,0.0
2020-05-01,Brandenburg,33,2,DE-BB,2511917,1.31373767524962e-05,7.962046516664364e-07
2020-05-01,Bremen,12,0,DE-HB,682986,1.756990626455008e-05,0.0
2020-05-01,Hamburg,8,0,DE-HH,1841179,4.345041954095718e-06,0.0
2020-05-01,Hessen,79,2,DE-HE,6265809,1.260810854591961e-05,3.191926214156863e-07
2020-05-01,Mecklenburg-Vorpommern,4,0,DE-MV,1609675,2.4849736748101323e-06,0.0
2020-05-01,Niedersachsen,39,0,DE-NI,7982448,4.885719268074155e-06,0.0
2020-05-01,Nordrhein-Westfalen,232,12,DE-NW,17932651,1.2937295216418363e-05,6.691704422285361e-07
2020-05-01,Rheinland-Pfalz,39,0,DE-RP,4084844,9.547488227212594e-06,0.0
2020-05-01,Saarland,13,0,DE-SL,990509,1.3124565248776134e-05,0.0
2020-05-01,Sachsen,22,0,DE-SN,4077937,5.394884717444139e-06,0.0
2020-05-01,Sachsen-Anhalt,11,0,DE-ST,2208321,4.98115989477979e-06,0.0
2020-05-01,Schleswig-Holstein,13,1,DE-SH,2896712,4.487846910566187e-06,3.452189931204759e-07
2020-05-01,Thüringen,14,0,DE-TH,2143145,6.532455806769957e-06,0.0
2020-05-02,Baden-Württemberg,111,10,DE-BW,11069533,1.002752329298806e-05,9.033804768457712e-07
2020-05-02,Bayern,138,7,DE-BY,13076721,1.055310425296984e-05,5.353023896433976e-07
2020-05-02,Berlin,31,2,DE-BE,3644826,8.505207107280292e-06,5.487230391793737e-07
2020-05-02,Brandenburg,15,0,DE-BB,2511917,5.9715348874982734e-06,0.0
2020-05-02,Bremen,3,0,DE-HB,682986,4.39247656613752e-06,0.0
2020-05-02,Hamburg,13,0,DE-HH,1841179,7.060693175405542e-06,0.0
2020-05-02,Hessen,40,1,DE-HE,6265809,6.383852428313726e-06,1.5959631070784318e-07
2020-05-02,Mecklenburg-Vorpommern,2,0,DE-MV,1609675,1.2424868374050662e-06,0.0
2020-05-02,Niedersachsen,36,0,DE-NI,7982448,4.509894708991527e-06,0.0
2020-05-02,Nordrhein-Westfalen,148,5,DE-NW,17932651,8.253102120818612e-06,2.788210175952234e-07
2020-05-02,Rheinland-Pfalz,20,0,DE-RP,4084844,4.896147808826971e-06,0.0
2020-05-02,Saarland,6,2,DE-SL,990509,6.057491653281293e-06,2.0191638844270977e-06
2020-05-02,Sachsen,22,1,DE-SN,4077937,5.394884717444139e-06,2.4522203261109725e-07
2020-05-02,Sachsen-Anhalt,5,1,DE-ST,2208321,2.264163588536268e-06,4.5283271770725363e-07
2020-05-02,Schleswig-Holstein,11,2,DE-SH,2896712,3.797408924325235e-06,6.904379862409518e-07
2020-05-02,Thüringen,21,4,DE-TH,2143145,9.798683710154935e-06,1.8664159447914164e-06
2020-05-03,Baden-Württemberg,49,3,DE-BW,11069533,4.426564336544279e-06,2.7101414305373136e-07
2020-05-03,Bayern,91,4,DE-BY,13076721,6.958931065364169e-06,3.058870797962272e-07
2020-05-03,Berlin,32,1,DE-BE,3644826,8.77956862686998e-06,2.7436151958968685e-07
2020-05-03,Brandenburg,6,0,DE-BB,2511917,2.388613954999309e-06,0.0
