date,iso3166-2,region_code,confirmed_addition,population,cases_pc,RelativeHumiditySurface,SolarRadiation,Surfacepressure,TemperatureAboveGround,Totalprecipitation,UVIndex,WindSpeed
2021-02-01,SE-K,Blekinge,4,159606,2.506171447188702e-05,94.354779,796686.687376,2385266.313618,-4.900679999999966,6.4e-05,0.0,1.160313
2021-01-31,SE-K,Blekinge,2,159606,1.253085723594351e-05,94.860072,1480707.891899,2378003.354871,-4.006991999999968,0.000251,0.0,1.837086
2021-01-30,SE-K,Blekinge,29,159606,0.0001816974299211809,91.154488,2458428.257455,2380525.644632,-6.296662999999967,3.6e-05,0.0,2.959601
2021-01-29,SE-K,Blekinge,28,159606,0.00017543200130320916,92.971273,1193652.839215,2378827.692843,-3.3604889999999727,0.000123,0.0,3.151922
2021-01-28,SE-K,Blekinge,49,159606,0.00030700600228061604,91.774984,664232.662773,2375955.810139,-2.030858999999964,0.004382,0.0,4.666137
2021-01-27,SE-K,Blekinge,37,159606,0.00023182085886495494,97.129315,811657.364998,2397862.127734,-1.8425279999999589,0.003035,0.0,2.287251
2021-01-26,SE-K,Blekinge,68,159606,0.00042604914602207937,89.596584,852210.658052,2395707.585984,-1.9192539999999667,7.7e-05,0.0,2.869375
2021-01-25,SE-K,Blekinge,1,159606,6.265428617971755e-06,95.667907,508056.115153,2378247.496521,-0.47456799999997656,0.000637,0.0,1.33533
2021-01-24,SE-K,Blekinge,9,159606,5.63888575617458e-05,97.994201,182373.404821,2371612.063121,-0.23385399999995116,0.000216,0.0,1.422184
2021-01-23,SE-K,Blekinge,40,159606,0.0002506171447188702,93.155988,287628.816725,2368650.761928,2.546170000000018,0.000648,0.0,2.131163
2021-01-22,SE-K,Blekinge,52,159606,0.0003258022881345313,87.551589,398046.40246,2347137.395626,4.617235000000051,0.005173,0.0,6.779175
2021-01-21,SE-K,Blekinge,58,159606,0.0003633948598423618,88.209383,740651.756337,2358320.498012,4.654094000000043,0.000617,0.0,5.058756
2021-01-20,SE-K,Blekinge,61,159606,0.0003821911456962771,99.034642,7.866914,2370612.424453,3.6191520000000423,0.011886,0.0,3.79382
2021-01-19,SE-K,Blekinge,153,159606,0.0009586105785496786,98.116816,401598.243896,2390181.573559,1.3697870000000307,0.005311,0.0,2.685992
2021-01-18,SE-K,Blekinge,6,159606,3.7592571707830533e-05,90.805259,630402.76665,2416065.709742,-1.6245439999999576,0.001093,0.0,2.24353
2021-01-17,SE-K,Blekinge,7,159606,4.385800032580229e-05,87.093836,909571.12326,2427669.635686,-2.7719849999999724,0.000913,0.0,1.489977
2021-01-16,SE-K,Blekinge,84,159606,0.0005262960039096275,87.465373,1234616.383946,2427038.475646,-4.870219999999961,6e-05,0.0,3.138734
2021-01-15,SE-K,Blekinge,69,159606,0.00043231457464005114,82.006187,1524851.903082,2436225.552187,-7.030307999999991,8e-06,0.0,3.90193
2021-01-14,SE-K,Blekinge,102,159606,0.0006390737190331191,89.619923,673182.928678,2421250.936382,-0.9097719999999754,0.000635,0.0,4.698427
